2025.11.05 12:01:41 INFO  Started: Metals version 1.6.3 in folders '/Users/racit/Documents/Scala-Project' for client Visual Studio Code 1.105.1.
2025.11.05 12:01:52 INFO  BSP server: Downloaded https://repo.scala-lang.org/artifactory/maven-nightlies/ch/epfl/scala/bloop-frontend_2.12/2.0.13/bloop-frontend_2.12-2.0.13.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom
2025.11.05 12:01:52 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom
2025.11.05 12:01:52 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom
2025.11.05 12:01:52 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom
2025.11.05 12:01:52 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom.sha1
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom
2025.11.05 12:01:52 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom.sha1
2025.11.05 12:01:52 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom
2025.11.05 12:01:52 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom.sha1
2025.11.05 12:01:52 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom
2025.11.05 12:01:52 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom
2025.11.05 12:01:53 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom
2025.11.05 12:01:53 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloading https://oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom
2025.11.05 12:01:53 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom
2025.11.05 12:01:53 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom
2025.11.05 12:01:53 INFO  BSP server: Downloaded https://oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom.sha1
2025.11.05 12:01:53 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom
2025.11.05 12:01:54 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom
2025.11.05 12:01:54 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom.sha1
2025.11.05 12:01:54 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom
2025.11.05 12:01:54 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom
2025.11.05 12:01:54 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom
2025.11.05 12:01:54 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom
2025.11.05 12:01:54 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom
2025.11.05 12:01:54 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom
2025.11.05 12:01:54 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom
2025.11.05 12:01:54 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom.sha1
2025.11.05 12:01:54 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom
2025.11.05 12:01:54 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom.sha1
2025.11.05 12:01:54 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom
2025.11.05 12:01:54 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom
2025.11.05 12:01:54 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom.sha1
2025.11.05 12:01:54 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom.sha1
2025.11.05 12:01:54 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom
2025.11.05 12:01:54 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom
2025.11.05 12:01:55 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom
2025.11.05 12:01:55 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloading https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom
2025.11.05 12:01:55 INFO  BSP server: Downloaded https://s01.oss.sonatype.org/content/repositories/snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom.sha1
2025.11.05 12:01:55 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom
2025.11.05 12:01:56 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom
2025.11.05 12:01:56 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom
2025.11.05 12:01:56 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom
2025.11.05 12:01:56 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom
2025.11.05 12:01:56 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom
2025.11.05 12:01:56 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom
2025.11.05 12:01:56 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom.sha1
2025.11.05 12:01:56 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom
2025.11.05 12:01:56 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom
2025.11.05 12:01:56 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom
2025.11.05 12:01:56 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom.sha1
2025.11.05 12:01:56 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom.sha1
2025.11.05 12:01:56 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom
2025.11.05 12:01:56 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom.sha1
2025.11.05 12:01:56 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom
2025.11.05 12:01:56 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom
2025.11.05 12:01:56 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom
2025.11.05 12:01:56 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom.sha1
2025.11.05 12:01:56 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom.sha1
2025.11.05 12:01:56 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/bloop-config_2.12/2.3.2/bloop-config_2.12-2.3.2.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom
2025.11.05 12:01:58 INFO  BSP server: Downloading https://central.sonatype.com/repository/maven-snapshots/com/github/alexarchambault/case-app_2.12/2.0.6/case-app_2.12-2.0.6.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloading https://repo.scala-lang.org/artifactory/maven-nightlies/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom
2025.11.05 12:01:58 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/org/scala-lang/scala-library/2.12.20/scala-library-2.12.20.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloading https://repo.scala-lang.org/artifactory/maven-nightlies/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom
2025.11.05 12:01:58 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloading https://repo.scala-lang.org/artifactory/maven-nightlies/ch/epfl/scala/bloop-shared_2.12/2.0.13/bloop-shared_2.12-2.0.13.pom
2025.11.05 12:01:58 INFO  BSP server: Downloaded https://central.sonatype.com/repository/maven-snapshots/ch/epfl/scala/scala-debug-adapter_2.12/4.2.8/scala-debug-adapter_2.12-4.2.8.pom.sha1
2025.11.05 12:01:58 INFO  BSP server: Downloading https://repo.scala-lang.org/artifactory/maven-nightlies/ch/epfl/scala/libdaemon_2.12/0.0.12/libdaemon_2.12-0.0.12.pom
2025.11.05 12:01:58 INFO  BSP server: Downloaded https://repo.scala-lang.org/artifactory/maven-nightlies/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom
2025.11.05 12:01:58 INFO  BSP server: Downloading https://repo.scala-lang.org/artifactory/maven-nightlies/org/scalaz/scalaz-core_2.12/7.3.8/scalaz-core_2.12-7.3.8.pom
2025.11.05 12:01:59 INFO  BSP server: Downloaded https://repo.scala-lang.org/artifactory/maven-nightlies/ch/epfl/scala/bloop-backend_2.12/2.0.13/bloop-backend_2.12-2.0.13.pom
2025.11.05 12:01:59 INFO  BSP server: Downloading https://repo.scala-lang.org/artifactory/maven-nightlies/io/monix/monix_2.12/3.2.0/monix_2.12-3.2.0.pom.sha1
